value,entity_type,description
"2a9296ac999e78f6c0bee8aca8bfa4d4638aa30d9c8ccc65124b1cbfc9caab5f,fe3a3e65b86d2b07654f9a6104c8cb392c88b7e8,23699799f496b8e872d05f19d2b397f8",file,GIMMICK macOS sample
"b554bfe4c2da7d0ac42d1b4f28f4aae854331fd6d2b3af22af961f6919740234,038e6c73d7235d9942ba9f4cc48cf2626c940dc7,66c52c5bc096e15d984ae12fa0589b2f",file,MGD.dll - GIMMICK .NET sample
