value,type,notes
updatesec.webredirect.org,hostname,""
downloadarchives.servehttp.com,hostname,""
176.9.192.223,ipaddress,""
45.77.53.146,ipaddress,""
213.200.14.138,ipaddress,""
28064805242b3aa9c138061d6c18e7f5,md5,""
6597ffd7d1d241b1bf776bc7e1e3f840,md5,""
2441e2e9f68b4110218e1fcdc2cfce864b96e2da,sha1,""
2810d554b2e9e14551cef7293e5240b058fb78c3,sha1,""
